,Name,Score,Original Price,Discount,Discounted Price,Platform,Win,Linux,Mac,Release Date
73,Fall Guys: Ultimate Knockout,9,"19,99€",-20%,"15,99€",1,0,0,"3 Aug, 2020",2020-11-27 12:17:52.873109
74,Black Desert Online,7,"9,99€",-70%,"2,99€",1,0,0,"24 May, 2017",2020-11-27 12:17:52.873160
75,Warhammer: Vermintide 2,9,"27,99€",-75%,"6,99€",1,0,0,"8 Mar, 2018",2020-11-27 12:17:53.844531
76,Hunt: Showdown,9,"39,99€",-50%,"19,99€",1,0,0,"27 Aug, 2019",2020-11-27 12:17:53.844594
77,No Man's Sky,6,"54,99€",-50%,"27,49€",1,0,0,"12 Aug, 2016",2020-11-27 12:17:53.844655
78,Monster Hunter World: Iceborne,6,"39,99€",-38%,"24,79€",1,0,0,"9 Jan, 2020",2020-11-27 12:17:53.844710
79,DOOM,9,"19,99€",-70%,"5,99€",1,0,0,"12 May, 2016",2020-11-27 12:17:53.844769
80,Battlefield V,6,"59,99€",-60%,"23,99€",1,0,0,"11 Jun, 2020",2020-11-27 12:17:53.844824
81,Monster Hunter World: Iceborne Master Edition,9,"59,99€",-42%,"34,99€",1,0,0,,2020-11-27 12:17:53.844878
82,American Truck Simulator,10,"19,99€",-75%,"4,99€",1,1,1,"2 Feb, 2016",2020-11-27 12:17:53.844934
83,STAR WARS™ Battlefront™ II,9,"39,99€",-70%,"11,99€",1,0,0,"11 Jun, 2020",2020-11-27 12:17:53.844989
84,Squad,9,"44,99€",-25%,"33,74€",1,0,0,"23 Sep, 2020",2020-11-27 12:17:53.845045
85,GreedFall,7,"49,99€",-60%,"19,99€",1,0,0,"9 Sep, 2019",2020-11-27 12:17:53.845100
86,Battlefield Bundle,7,"139,97€",-76%,"32,97€",1,0,0,,2020-11-27 12:17:53.845152
87,Age of Empires II: Definitive Edition,9,"19,99€",-50%,"9,99€",1,0,0,"14 Nov, 2019",2020-11-27 12:17:53.845206
88,Command & Conquer™ Remastered Collection,9,"19,99€",-35%,"12,99€",1,0,0,"5 Jun, 2020",2020-11-27 12:17:53.845262
89,Wreckfest,9,"29,99€",-50%,"14,99€",1,0,0,"14 Jun, 2018",2020-11-27 12:17:53.845316
90,Dying Light,9,"29,99€",-66%,"10,19€",1,1,1,"26 Jan, 2015",2020-11-27 12:17:53.845373
91,Sniper Elite 4,9,"59,99€",-85%,"8,99€",1,0,0,"13 Feb, 2017",2020-11-27 12:17:53.845428
92,Dying Light Enhanced Edition,9,"49,99€",-70%,"14,99€",1,1,1,,2020-11-27 12:17:53.845482
93,TEKKEN 7,9,"39,99€",-75%,"9,99€",1,0,0,"1 Jun, 2017",2020-11-27 12:17:53.845538
94,Battlefield 1 ™,9,"39,99€",-75%,"9,99€",1,0,0,"11 Jun, 2020",2020-11-27 12:17:53.845591
95,Middle-earth™: Shadow of War™,9,"39,99€",-80%,"7,99€",1,0,0,"10 Oct, 2017",2020-11-27 12:17:53.845642
96,Wolfenstein II: The New Colossus,7,"29,99€",-80%,"5,99€",1,0,0,"26 Oct, 2017",2020-11-27 12:17:53.845694
97,Black Mesa,10,"17,99€",-50%,"8,99€",1,1,0,"6 Mar, 2020",2020-11-27 12:17:53.845746
98,Planet Zoo,9,"44,99€",-40%,"26,99€",1,0,0,"5 Nov, 2019",2020-11-27 12:17:53.845795
99,IL-2 Sturmovik: Battle of Stalingrad,7,"46,99€",-85%,"7,04€",1,0,0,"22 Oct, 2014",2020-11-27 12:17:53.845843
100,XCOM® 2,9,"49,99€",-75%,"12,49€",1,1,1,"4 Feb, 2016",2020-11-27 12:17:54.849187
101,Sid Meier's Civilization® VI: Gathering Storm,7,"39,99€",-60%,"15,99€",1,1,1,"13 Feb, 2019",2020-11-27 12:17:54.849246
102,Wolfenstein Alt History Collection,9,"99,96€",-81%,"19,40€",1,0,0,,2020-11-27 12:17:54.849297
103,Team Fortress 2,9,Free to Play,,Free to Play,1,1,1,"10 Oct, 2007",2020-11-27 12:17:54.849330
104,Farming Simulator 19,9,"19,99€",-30%,"13,99€",1,0,1,"19 Nov, 2018",2020-11-27 12:17:54.849382
105,The Crew™ 2,7,"49,99€",-80%,"9,99€",1,0,0,"28 Jun, 2018",2020-11-27 12:17:54.849432
106,Age of Empires Definitive Collection,9,"59,97€",-61%,"23,22€",1,0,0,,2020-11-27 12:17:54.849481
107,3DMark,9,"24,99€",-85%,"3,74€",1,0,0,"12 Feb, 2013",2020-11-27 12:17:54.849531
108,Total War: WARHAMMER II - The Twisted & The Twilight,,"9,99€",-10%,"8,99€",1,1,1,"3 Dec, 2020",2020-11-27 12:17:54.849580
109,Titanfall® 2,10,"29,99€",-67%,"9,89€",1,0,0,"18 Jun, 2020",2020-11-27 12:17:54.849631
110,Noita,10,"18,99€",-25%,"14,24€",1,0,0,"15 Oct, 2020",2020-11-27 12:17:54.849680
111,STAR WARS Jedi: Fallen Order Deluxe Edition,9,"69,99€",-60%,"27,99€",1,0,0,"14 Nov, 2019",2020-11-27 12:17:54.849772
112,Resident Evil 2,10,"39,99€",-60%,"15,99€",1,0,0,"24 Jan, 2019",2020-11-27 12:17:54.849829
113,Insurgency: Sandstorm,9,"29,99€",-50%,"14,99€",1,0,0,"12 Dec, 2018",2020-11-27 12:17:54.849886
114,Dragon Age™ Inquisition,7,"39,99€",-70%,"11,99€",1,0,0,"4 Jun, 2020",2020-11-27 12:17:54.849943
115,PAYDAY 2,9,"9,99€",-50%,"4,99€",1,1,0,"13 Aug, 2013",2020-11-27 12:17:54.849999
116,Borderlands 3 Ultimate Edition,9,"114,97€",-35%,"74,67€",1,0,0,,2020-11-27 12:17:54.850052
117,Medieval Dynasty,9,"24,99€",-20%,"19,99€",1,0,0,"17 Sep, 2020",2020-11-27 12:17:54.850106
118,Wolfenstein: Youngblood,6,"29,99€",-70%,"8,99€",1,0,0,"25 Jul, 2019",2020-11-27 12:17:54.850161
119,Tom Clancy's Ghost Recon® Wildlands,7,"49,99€",-70%,"14,99€",1,0,0,"6 Mar, 2017",2020-11-27 12:17:54.850216
120,Remnant: From the Ashes,9,"39,99€",-50%,"19,99€",1,0,0,"19 Aug, 2019",2020-11-27 12:17:54.850270
121,Disco Elysium,9,"39,99€",-30%,"27,99€",1,0,1,"15 Oct, 2019",2020-11-27 12:17:54.850326
122,Kingdom Come: Deliverance,9,"29,99€",-50%,"14,99€",1,0,0,"13 Feb, 2018",2020-11-27 12:17:54.850380
123,Gears 5,6,"39,99€",-75%,"9,99€",1,0,0,"9 Sep, 2019",2020-11-27 12:17:54.850449
124,7 Days to Die,9,"22,99€",-66%,"7,81€",1,1,1,"13 Dec, 2013",2020-11-27 12:17:54.850508
,Name,Score,Original Price,Discount,Discounted Price,Win,Linux,Mac,Release Date,Time
0,Counter-Strike: Global Offensive,9,Free to Play,,Free to Play,1,1,1,"21 Aug, 2012",Fri Nov 27 12:21:26 2020
1,DOOM Eternal,9,"59,99€",-67%,"19,79€",1,0,0,"19 Mar, 2020",Fri Nov 27 12:21:26 2020
2,The Sims™ 4,9,"39,99€",-88%,"4,79€",1,0,0,"18 Jun, 2020",Fri Nov 27 12:21:26 2020
3,Borderlands 3,9,"59,99€",-67%,"19,79€",1,0,0,"13 Mar, 2020",Fri Nov 27 12:21:26 2020
4,Red Dead Redemption 2,9,"59,99€",-33%,"40,19€",1,0,0,"5 Dec, 2019",Fri Nov 27 12:21:26 2020
5,Sid Meier’s Civilization® VI,9,"59,99€",-75%,"14,99€",1,1,1,"20 Oct, 2016",Fri Nov 27 12:21:26 2020
6,Halo: The Master Chief Collection,9,"39,99€",-35%,"25,99€",1,0,0,"3 Dec, 2019",Fri Nov 27 12:21:26 2020
7,Total War: WARHAMMER II,9,"59,99€",-66%,"20,39€",1,1,1,"28 Sep, 2017",Fri Nov 27 12:21:26 2020
8,DEATH STRANDING,9,"59,99€",-50%,"29,99€",1,0,0,"14 Jul, 2020",Fri Nov 27 12:21:26 2020
9,Control Ultimate Edition,9,"39,99€",-50%,"19,99€",1,0,0,"27 Aug, 2020",Fri Nov 27 12:21:26 2020
10,STAR WARS Jedi: Fallen Order™,9,"59,99€",-60%,"23,99€",1,0,0,"15 Nov, 2019",Fri Nov 27 12:21:26 2020
11,Hades,10,"20,99€",-20%,"16,79€",1,0,1,"17 Sep, 2020",Fri Nov 27 12:21:26 2020
12,The Witcher 3: Wild Hunt - Game of the Year Edition,10,"49,99€",-70%,"14,99€",1,0,0,"30 Aug, 2016",Fri Nov 27 12:21:26 2020
13,DARK SOULS™ III,9,"59,99€",-75%,"14,99€",1,0,0,"11 Apr, 2016",Fri Nov 27 12:21:26 2020
14,The Witcher® 3: Wild Hunt,10,"29,99€",-70%,"8,99€",1,0,0,"18 May, 2015",Fri Nov 27 12:21:26 2020
15,Assassin's Creed® Odyssey,9,"59,99€",-70%,"17,99€",1,0,0,"5 Oct, 2018",Fri Nov 27 12:21:26 2020
16,Euro Truck Simulator 2,10,"19,99€",-75%,"4,99€",1,1,1,"12 Oct, 2012",Fri Nov 27 12:21:26 2020
17,Metro Exodus,9,"39,99€",-60%,"15,99€",1,0,0,"14 Feb, 2020",Fri Nov 27 12:21:26 2020
18,STAR WARS™: Squadrons,7,"39,99€",-40%,"23,99€",1,0,0,"1 Oct, 2020",Fri Nov 27 12:21:26 2020
19,Grand Theft Auto V,9,"29,99€",-50%,"14,99€",1,0,0,"13 Apr, 2015",Fri Nov 27 12:21:26 2020
20,The Elder Scrolls® Online,9,"19,99€",-60%,"7,99€",1,0,1,"22 May, 2017",Fri Nov 27 12:21:26 2020
21,Among Us,10,"3,99€",-20%,"3,19€",1,0,0,"16 Nov, 2018",Fri Nov 27 12:21:26 2020
22,Half-Life: Alyx,10,"49,99€",-25%,"37,49€",1,0,0,"23 Mar, 2020",Fri Nov 27 12:21:26 2020
23,Stellaris,9,"39,99€",-75%,"9,99€",1,1,1,"9 May, 2016",Fri Nov 27 12:21:26 2020
24,DARK SOULS III Deluxe Edition,9,"84,98€",-75%,"21,24€",1,0,0,"11 Apr, 2016",Fri Nov 27 12:21:26 2020
25,Divinity: Original Sin 2 - Definitive Edition,10,"44,99€",-60%,"17,99€",1,0,1,"14 Sep, 2017",Fri Nov 27 12:21:27 2020
26,Resident Evil 3,7,"59,99€",-67%,"19,79€",1,0,0,"2 Apr, 2020",Fri Nov 27 12:21:27 2020
27,DiRT Rally 2.0,9,"19,99€",-75%,"4,99€",1,0,0,"25 Feb, 2019",Fri Nov 27 12:21:27 2020
28,Sea of Thieves,9,"39,99€",-25%,"29,99€",1,0,0,"3 Jun, 2020",Fri Nov 27 12:21:27 2020
29,Tom Clancy's Rainbow Six® Siege,9,"29,99€",-67%,"9,89€",1,0,0,"1 Dec, 2015",Fri Nov 27 12:21:27 2020
30,Ori and the Will of the Wisps,10,"29,99€",-50%,"14,99€",1,0,0,"10 Mar, 2020",Fri Nov 27 12:21:27 2020
31,Far Cry® 5,7,"59,99€",-80%,"11,99€",1,0,0,"26 Mar, 2018",Fri Nov 27 12:21:27 2020
32,Phasmophobia,10,"11,59€",-10%,"10,43€",1,0,0,"18 Sep, 2020",Fri Nov 27 12:21:27 2020
33,The Elder Scrolls V: Skyrim Special Edition,9,"39,99€",-60%,"15,99€",1,0,0,"27 Oct, 2016",Fri Nov 27 12:21:27 2020
34,Dota 2,9,Free to Play,,Free to Play,1,1,1,"9 Jul, 2013",Fri Nov 27 12:21:27 2020
35,EA SPORTS™ FIFA 21,7,"59,99€",-42%,"34,79€",1,0,0,"8 Oct, 2020",Fri Nov 27 12:21:27 2020
36,The Outer Worlds,9,"59,99€",-50%,"29,99€",1,0,0,"23 Oct, 2020",Fri Nov 27 12:21:27 2020
37,theHunter: Call of the Wild™,9,"19,99€",-70%,"5,99€",1,0,0,"16 Feb, 2017",Fri Nov 27 12:21:27 2020
38,Monster Hunter: World,9,"29,99€",-34%,"19,79€",1,0,0,"9 Aug, 2018",Fri Nov 27 12:21:27 2020
39,Cities: Skylines,9,"27,99€",-75%,"6,99€",1,1,1,"10 Mar, 2015",Fri Nov 27 12:21:27 2020
40,Rust,9,"33,99€",-33%,"22,77€",1,0,1,"8 Feb, 2018",Fri Nov 27 12:21:27 2020
41,Dead by Daylight,9,"19,99€",-60%,"7,99€",1,0,0,"14 Jun, 2016",Fri Nov 27 12:21:27 2020
42,Sid Meier's Civilization VI : Platinum Edition,9,"167,91€",-76%,"39,69€",1,1,1,,Fri Nov 27 12:21:27 2020
43,Shadow of the Tomb Raider: Definitive Edition,9,"109,96€",-87%,"14,80€",1,1,1,,Fri Nov 27 12:21:27 2020
44,Fallout 76,7,"39,99€",-67%,"13,19€",1,0,0,"14 Apr, 2020",Fri Nov 27 12:21:27 2020
45,Mafia: Definitive Edition,9,"39,99€",-25%,"29,99€",1,0,0,"24 Sep, 2020",Fri Nov 27 12:21:27 2020
46,Hearts of Iron IV,9,"39,99€",-75%,"9,99€",1,1,1,"6 Jun, 2016",Fri Nov 27 12:21:27 2020
47,Raft,9,"19,99€",-33%,"13,39€",1,0,0,"23 May, 2018",Fri Nov 27 12:21:27 2020
48,Crusader Kings III,9,"49,99€",-20%,"39,99€",1,1,1,"1 Sep, 2020",Fri Nov 27 12:21:27 2020
49,Shadow of the Tomb Raider: Definitive Edition,9,,,,1,1,1,"14 Sep, 2018",Fri Nov 27 12:21:27 2020
50,PLAYERUNKNOWN'S BATTLEGROUNDS,6,"29,99€",-50%,"14,99€",1,0,0,"21 Dec, 2017",Fri Nov 27 12:21:28 2020
51,Assetto Corsa Competizione,9,"39,99€",-60%,"15,99€",1,0,0,"29 May, 2019",Fri Nov 27 12:21:28 2020
52,Total War: WARHAMMER,7,"59,99€",-75%,"14,99€",1,1,1,"24 May, 2016",Fri Nov 27 12:21:28 2020
53,Sekiro™: Shadows Die Twice - GOTY Edition,9,"59,99€",-35%,"38,99€",1,0,0,"21 Mar, 2019",Fri Nov 27 12:21:28 2020
54,Assassin's Creed® Origins,9,"59,99€",-80%,"11,99€",1,0,0,"26 Oct, 2017",Fri Nov 27 12:21:28 2020
55,Wasteland 3,9,"59,99€",-30%,"41,99€",1,0,0,"28 Aug, 2020",Fri Nov 27 12:21:28 2020
56,EA STAR WARS™ TRIPLE BUNDLE,9,"149,97€",-67%,"49,89€",1,0,0,,Fri Nov 27 12:21:28 2020
57,Fallout 4,7,"29,99€",-70%,"8,99€",1,0,0,"10 Nov, 2015",Fri Nov 27 12:21:28 2020
58,Europa Universalis IV,9,"39,99€",-75%,"9,99€",1,1,1,"13 Aug, 2013",Fri Nov 27 12:21:28 2020
59,Need for Speed™ Heat,9,"69,99€",-70%,"20,99€",1,0,0,"4 Jun, 2020",Fri Nov 27 12:21:28 2020
60,NEKOPARA Vol. 4,10,"8,19€",-10%,"7,37€",1,0,0,"26 Nov, 2020",Fri Nov 27 12:21:28 2020
61,Deep Rock Galactic,10,"29,99€",-30%,"20,99€",1,0,0,"13 May, 2020",Fri Nov 27 12:21:28 2020
62,Assetto Corsa,9,"19,99€",-80%,"3,99€",1,0,0,"19 Dec, 2014",Fri Nov 27 12:21:28 2020
63,DayZ,6,"39,99€",-40%,"23,99€",1,0,0,"13 Dec, 2018",Fri Nov 27 12:21:28 2020
64,Dishonored 2,9,"39,99€",-80%,"7,99€",1,0,0,"11 Nov, 2016",Fri Nov 27 12:21:28 2020
65,The Forest,9,"16,79€",-50%,"8,39€",1,0,0,"30 Apr, 2018",Fri Nov 27 12:21:28 2020
66,HITMAN™ 2,9,,,,1,0,0,"13 Nov, 2018",Fri Nov 27 12:21:28 2020
67,F1® 2020,9,"54,99€",-50%,"27,49€",1,0,0,"9 Jul, 2020",Fri Nov 27 12:21:28 2020
68,Satisfactory,10,"29,99€",-20%,"23,99€",1,0,0,"8 Jun, 2020",Fri Nov 27 12:21:28 2020
69,Tabletop Simulator,10,"19,99€",-50%,"9,99€",1,1,1,"5 Jun, 2015",Fri Nov 27 12:21:28 2020
70,Arma 3,9,"27,99€",-75%,"6,99€",1,0,0,"12 Sep, 2013",Fri Nov 27 12:21:28 2020
71,ARK: Survival Evolved,7,"54,99€",-80%,"10,99€",1,1,1,"29 Aug, 2017",Fri Nov 27 12:21:28 2020
72,Assetto Corsa Ultimate Edition,9,"79,88€",-90%,"7,88€",1,0,0,,Fri Nov 27 12:21:28 2020
73,Fall Guys: Ultimate Knockout,9,"19,99€",-20%,"15,99€",1,0,0,"3 Aug, 2020",Fri Nov 27 12:21:28 2020
74,Black Desert Online,7,"9,99€",-70%,"2,99€",1,0,0,"24 May, 2017",Fri Nov 27 12:21:28 2020
75,Warhammer: Vermintide 2,9,"27,99€",-75%,"6,99€",1,0,0,"8 Mar, 2018",Fri Nov 27 12:21:29 2020
76,Hunt: Showdown,9,"39,99€",-50%,"19,99€",1,0,0,"27 Aug, 2019",Fri Nov 27 12:21:29 2020
77,No Man's Sky,6,"54,99€",-50%,"27,49€",1,0,0,"12 Aug, 2016",Fri Nov 27 12:21:29 2020
78,Monster Hunter World: Iceborne,6,"39,99€",-38%,"24,79€",1,0,0,"9 Jan, 2020",Fri Nov 27 12:21:29 2020
79,DOOM,9,"19,99€",-70%,"5,99€",1,0,0,"12 May, 2016",Fri Nov 27 12:21:29 2020
80,Battlefield V,6,"59,99€",-60%,"23,99€",1,0,0,"11 Jun, 2020",Fri Nov 27 12:21:29 2020
81,Monster Hunter World: Iceborne Master Edition,9,"59,99€",-42%,"34,99€",1,0,0,,Fri Nov 27 12:21:29 2020
82,American Truck Simulator,10,"19,99€",-75%,"4,99€",1,1,1,"2 Feb, 2016",Fri Nov 27 12:21:29 2020
83,STAR WARS™ Battlefront™ II,9,"39,99€",-70%,"11,99€",1,0,0,"11 Jun, 2020",Fri Nov 27 12:21:29 2020
84,Squad,9,"44,99€",-25%,"33,74€",1,0,0,"23 Sep, 2020",Fri Nov 27 12:21:29 2020
85,GreedFall,7,"49,99€",-60%,"19,99€",1,0,0,"9 Sep, 2019",Fri Nov 27 12:21:29 2020
86,Battlefield Bundle,7,"139,97€",-76%,"32,97€",1,0,0,,Fri Nov 27 12:21:29 2020
87,Age of Empires II: Definitive Edition,9,"19,99€",-50%,"9,99€",1,0,0,"14 Nov, 2019",Fri Nov 27 12:21:29 2020
88,Command & Conquer™ Remastered Collection,9,"19,99€",-35%,"12,99€",1,0,0,"5 Jun, 2020",Fri Nov 27 12:21:29 2020
89,Wreckfest,9,"29,99€",-50%,"14,99€",1,0,0,"14 Jun, 2018",Fri Nov 27 12:21:29 2020
90,Dying Light,9,"29,99€",-66%,"10,19€",1,1,1,"26 Jan, 2015",Fri Nov 27 12:21:29 2020
91,Sniper Elite 4,9,"59,99€",-85%,"8,99€",1,0,0,"13 Feb, 2017",Fri Nov 27 12:21:29 2020
92,Dying Light Enhanced Edition,9,"49,99€",-70%,"14,99€",1,1,1,,Fri Nov 27 12:21:29 2020
93,TEKKEN 7,9,"39,99€",-75%,"9,99€",1,0,0,"1 Jun, 2017",Fri Nov 27 12:21:29 2020
94,Battlefield 1 ™,9,"39,99€",-75%,"9,99€",1,0,0,"11 Jun, 2020",Fri Nov 27 12:21:29 2020
95,Middle-earth™: Shadow of War™,9,"39,99€",-80%,"7,99€",1,0,0,"10 Oct, 2017",Fri Nov 27 12:21:29 2020
96,Wolfenstein II: The New Colossus,7,"29,99€",-80%,"5,99€",1,0,0,"26 Oct, 2017",Fri Nov 27 12:21:29 2020
97,Black Mesa,10,"17,99€",-50%,"8,99€",1,1,0,"6 Mar, 2020",Fri Nov 27 12:21:29 2020
98,Planet Zoo,9,"44,99€",-40%,"26,99€",1,0,0,"5 Nov, 2019",Fri Nov 27 12:21:29 2020
99,IL-2 Sturmovik: Battle of Stalingrad,7,"46,99€",-85%,"7,04€",1,0,0,"22 Oct, 2014",Fri Nov 27 12:21:29 2020
100,XCOM® 2,9,"49,99€",-75%,"12,49€",1,1,1,"4 Feb, 2016",Fri Nov 27 12:21:30 2020
101,Sid Meier's Civilization® VI: Gathering Storm,7,"39,99€",-60%,"15,99€",1,1,1,"13 Feb, 2019",Fri Nov 27 12:21:30 2020
102,Wolfenstein Alt History Collection,9,"99,96€",-81%,"19,40€",1,0,0,,Fri Nov 27 12:21:30 2020
103,Team Fortress 2,9,Free to Play,,Free to Play,1,1,1,"10 Oct, 2007",Fri Nov 27 12:21:30 2020
104,Farming Simulator 19,9,"19,99€",-30%,"13,99€",1,0,1,"19 Nov, 2018",Fri Nov 27 12:21:30 2020
105,The Crew™ 2,7,"49,99€",-80%,"9,99€",1,0,0,"28 Jun, 2018",Fri Nov 27 12:21:30 2020
106,Age of Empires Definitive Collection,9,"59,97€",-61%,"23,22€",1,0,0,,Fri Nov 27 12:21:30 2020
107,3DMark,9,"24,99€",-85%,"3,74€",1,0,0,"12 Feb, 2013",Fri Nov 27 12:21:30 2020
108,Total War: WARHAMMER II - The Twisted & The Twilight,,"9,99€",-10%,"8,99€",1,1,1,"3 Dec, 2020",Fri Nov 27 12:21:30 2020
109,Titanfall® 2,10,"29,99€",-67%,"9,89€",1,0,0,"18 Jun, 2020",Fri Nov 27 12:21:30 2020
110,Noita,10,"18,99€",-25%,"14,24€",1,0,0,"15 Oct, 2020",Fri Nov 27 12:21:30 2020
111,STAR WARS Jedi: Fallen Order Deluxe Edition,9,"69,99€",-60%,"27,99€",1,0,0,"14 Nov, 2019",Fri Nov 27 12:21:30 2020
112,Resident Evil 2,10,"39,99€",-60%,"15,99€",1,0,0,"24 Jan, 2019",Fri Nov 27 12:21:30 2020
113,Insurgency: Sandstorm,9,"29,99€",-50%,"14,99€",1,0,0,"12 Dec, 2018",Fri Nov 27 12:21:30 2020
114,Dragon Age™ Inquisition,7,"39,99€",-70%,"11,99€",1,0,0,"4 Jun, 2020",Fri Nov 27 12:21:30 2020
115,PAYDAY 2,9,"9,99€",-50%,"4,99€",1,1,0,"13 Aug, 2013",Fri Nov 27 12:21:30 2020
116,Borderlands 3 Ultimate Edition,9,"114,97€",-35%,"74,67€",1,0,0,,Fri Nov 27 12:21:30 2020
117,Medieval Dynasty,9,"24,99€",-20%,"19,99€",1,0,0,"17 Sep, 2020",Fri Nov 27 12:21:30 2020
118,Wolfenstein: Youngblood,6,"29,99€",-70%,"8,99€",1,0,0,"25 Jul, 2019",Fri Nov 27 12:21:30 2020
119,Tom Clancy's Ghost Recon® Wildlands,7,"49,99€",-70%,"14,99€",1,0,0,"6 Mar, 2017",Fri Nov 27 12:21:30 2020
120,Remnant: From the Ashes,9,"39,99€",-50%,"19,99€",1,0,0,"19 Aug, 2019",Fri Nov 27 12:21:30 2020
121,Disco Elysium,9,"39,99€",-30%,"27,99€",1,0,1,"15 Oct, 2019",Fri Nov 27 12:21:30 2020
122,Kingdom Come: Deliverance,9,"29,99€",-50%,"14,99€",1,0,0,"13 Feb, 2018",Fri Nov 27 12:21:30 2020
123,Gears 5,6,"39,99€",-75%,"9,99€",1,0,0,"9 Sep, 2019",Fri Nov 27 12:21:30 2020
124,7 Days to Die,9,"22,99€",-66%,"7,81€",1,1,1,"13 Dec, 2013",Fri Nov 27 12:21:30 2020
